geo_name,geo_sumlevel,geo_id,total_reimbursements_b_2010,total_reimbursements_b_2011,total_reimbursements_b_2012,total_reimbursements_b_2013,total_reimbursements_b_2014
"Burke County, GA",county,05000US13033,8723,8808,8161,8287,9164
"Butts County, GA",county,05000US13035,10054,9181,9918,9623,9657
"Calhoun County, GA",county,05000US13037,10007,10122,9500,8619,9723
"Camden County, GA",county,05000US13039,10011,9125,10089,9168,9597
"Candler County, GA",county,05000US13043,10423,9620,12409,12293,11882
"Carroll County, GA",county,05000US13045,9480,9451,9397,9902,9658
"Catoosa County, GA",county,05000US13047,9818,10266,10579,9854,10226
"Charlton County, GA",county,05000US13049,13255,13673,13137,13086,10948
"Chatham County, GA",county,05000US13051,9129,9318,9265,8934,9039
"Chattahoochee County, GA",county,05000US13053,8470,9612,9233,9279,11177
"Chattooga County, GA",county,05000US13055,10207,10574,10468,10792,10067
"Cherokee County, GA",county,05000US13057,10013,10129,10411,9683,9846
"Clarke County, GA",county,05000US13059,8608,9017,9008,8918,8693
"Clay County, GA",county,05000US13061,9099,7056,8774,8119,9203
"Clayton County, GA",county,05000US13063,9406,9430,9335,9244,8956
"Clinch County, GA",county,05000US13065,13204,12851,13814,12979,14153
"Cobb County, GA",county,05000US13067,9775,9676,9676,9294,9305
"Coffee County, GA",county,05000US13069,11242,10994,11588,11679,11464
"Colquitt County, GA",county,05000US13071,9180,9843,10580,10459,10563
"Columbia County, GA",county,05000US13073,8519,8690,8835,8714,8760
"Cook County, GA",county,05000US13075,9833,10228,10765,10384,9837
"Coweta County, GA",county,05000US13077,9148,9004,9160,9288,9135
"Crawford County, GA",county,05000US13079,10039,9741,8476,8226,10715
"Crisp County, GA",county,05000US13081,9543,9846,10617,9163,9261
"Dade County, GA",county,05000US13083,11636,10031,11186,9679,11053
"Dawson County, GA",county,05000US13085,10469,10546,9683,8955,9695
"Decatur County, GA",county,05000US13087,8228,8327,8479,8300,8009
"DeKalb County, GA",county,05000US13089,8348,8469,8565,8526,8400
"Dodge County, GA",county,05000US13091,10917,11342,11681,11108,10529
"Dooly County, GA",county,05000US13093,9371,8805,9737,9337,8573
"Dougherty County, GA",county,05000US13095,8441,8420,8423,8481,8581
"Douglas County, GA",county,05000US13097,10443,10217,9960,9949,9640
"Early County, GA",county,05000US13099,9326,10640,12439,11368,10865
"Echols County, GA",county,05000US13101,9212,10242,10476,10818,9347
"Effingham County, GA",county,05000US13103,9490,10026,10321,9835,9866
"Elbert County, GA",county,05000US13105,8407,8168,8719,8526,8301
"Emanuel County, GA",county,05000US13107,9652,10563,10542,10577,10111
"Evans County, GA",county,05000US13109,9562,9877,9914,9081,8478
"Fannin County, GA",county,05000US13111,9580,9998,10000,9312,9762
"Fayette County, GA",county,05000US13113,8095,8400,8656,8358,8783
"Floyd County, GA",county,05000US13115,10102,10559,10331,9944,10082
"Forsyth County, GA",county,05000US13117,10757,10674,10124,9869,10232
"Franklin County, GA",county,05000US13119,9177,9298,9162,9120,9845
"Fulton County, GA",county,05000US13121,8639,8826,8673,8592,8756
"Gilmer County, GA",county,05000US13123,10059,9281,9164,9582,9628
"Glascock County, GA",county,05000US13125,8733,9812,7693,11970,9405
"Glynn County, GA",county,05000US13127,8575,8892,8947,8535,8903
"Gordon County, GA",county,05000US13129,10294,10867,10849,10280,10044
"Grady County, GA",county,05000US13131,8352,9262,8162,8779,8745
"Greene County, GA",county,05000US13133,9051,8603,8913,8898,9292
"Gwinnett County, GA",county,05000US13135,9401,9528,9837,9292,9373
"Habersham County, GA",county,05000US13137,9337,9262,9090,9273,9101
"Hall County, GA",county,05000US13139,9370,9176,9327,9303,9276
"Hancock County, GA",county,05000US13141,8019,8753,8401,8075,8490
"Haralson County, GA",county,05000US13143,9528,9599,9515,9876,9834
"Harris County, GA",county,05000US13145,8404,8746,8608,8666,9011
"Hart County, GA",county,05000US13147,9024,8560,8590,8950,9113
"Heard County, GA",county,05000US13149,10563,11077,10486,10288,10480
"Henry County, GA",county,05000US13151,9006,9413,9432,8970,8569
"Houston County, GA",county,05000US13153,10326,10175,10402,10479,10802
"Irwin County, GA",county,05000US13155,8959,9395,9772,9900,8909
"Jackson County, GA",county,05000US13157,9334,9260,9536,9761,9806
"Jasper County, GA",county,05000US13159,9386,8721,9906,9043,9193
"Jeff Davis County, GA",county,05000US13161,10803,10854,12234,11008,10784
"Jefferson County, GA",county,05000US13163,9858,9979,9045,8655,9556
"Jenkins County, GA",county,05000US13165,9257,10327,9288,9173,10296
"Johnson County, GA",county,05000US13167,9729,9546,9912,9772,9294
"Jones County, GA",county,05000US13169,10597,9754,9798,9944,9826
"Lamar County, GA",county,05000US13171,10166,9994,9993,9457,10321
"Lanier County, GA",county,05000US13173,10742,11517,11201,11784,14328
"Laurens County, GA",county,05000US13175,9300,9762,9780,9461,9493
"Lee County, GA",county,05000US13177,8951,8841,9504,8620,8619
"Liberty County, GA",county,05000US13179,8429,9442,9287,9475,9976
"Lincoln County, GA",county,05000US13181,9511,10439,9658,9647,9355
"Long County, GA",county,05000US13183,10535,11861,12236,11733,10719
"Lowndes County, GA",county,05000US13185,9739,9478,9633,9384,9373
"Lumpkin County, GA",county,05000US13187,10609,10442,9902,9721,9704
"McDuffie County, GA",county,05000US13189,8812,8724,8365,9305,9351
"McIntosh County, GA",county,05000US13191,8100,8762,9032,8177,8347
"Macon County, GA",county,05000US13193,8892,8940,8546,8862,9598
"Madison County, GA",county,05000US13195,9855,10039,9734,10056,10202
"Marion County, GA",county,05000US13197,9065,8894,8085,7034,7689
"Meriwether County, GA",county,05000US13199,9992,10071,9253,8731,9832
"Miller County, GA",county,05000US13201,10147,10839,10948,11884,10283
"Mitchell County, GA",county,05000US13205,8888,8997,8710,9850,10411
"Monroe County, GA",county,05000US13207,9385,9941,10795,10500,10233
"Montgomery County, GA",county,05000US13209,9280,9384,9066,9606,10027
"Morgan County, GA",county,05000US13211,9230,9197,9817,9937,8829
"Murray County, GA",county,05000US13213,10691,10292,9606,9620,10222
"Muscogee County, GA",county,05000US13215,9014,9124,9386,9226,9277
"Newton County, GA",county,05000US13217,9086,9167,9519,9727,9389
"Oconee County, GA",county,05000US13219,8593,9427,8504,8488,8748
"Oglethorpe County, GA",county,05000US13221,9146,9098,9031,9582,9357
"Paulding County, GA",county,05000US13223,10891,10971,10867,10575,9954
"Peach County, GA",county,05000US13225,10033,9959,11192,10664,10366
"Pickens County, GA",county,05000US13227,9815,9765,9866,9384,9240
"Pierce County, GA",county,05000US13229,10971,10606,10407,9994,9489
"Pike County, GA",county,05000US13231,8883,10523,10277,10298,9620
"Polk County, GA",county,05000US13233,11042,11100,11123,10246,10170
"Pulaski County, GA",county,05000US13235,10117,10009,10363,10606,10751
"Putnam County, GA",county,05000US13237,9024,9562,10201,9956,9970
"Quitman County, GA",county,05000US13239,7012,8366,5724,8756,8168
"Rabun County, GA",county,05000US13241,9437,9675,9714,9331,9448
"Randolph County, GA",county,05000US13243,7140,7428,8319,7683,7909
"Richmond County, GA",county,05000US13245,8149,8194,8254,7837,8071
"Rockdale County, GA",county,05000US13247,9203,9437,9235,8938,9390
"Schley County, GA",county,05000US13249,9026,8974,8145,8515,10200
"Screven County, GA",county,05000US13251,8859,9180,8473,8271,8596
"Seminole County, GA",county,05000US13253,10820,10079,9804,10019,9988
"Spalding County, GA",county,05000US13255,9652,9399,9677,9608,9172
"Stephens County, GA",county,05000US13257,9934,9916,9915,9520,10286
"Stewart County, GA",county,05000US13259,9966,10355,9632,7840,9012
"Sumter County, GA",county,05000US13261,8109,8111,8410,8232,8469
"Talbot County, GA",county,05000US13263,9276,8391,8807,8461,9441
"Taliaferro County, GA",county,05000US13265,8455,8711,6706,7937,7503
"Tattnall County, GA",county,05000US13267,10142,9736,10605,10018,10345
"Taylor County, GA",county,05000US13269,8922,9868,9107,9495,9547
"Telfair County, GA",county,05000US13271,12031,12017,11892,11902,11756
"Terrell County, GA",county,05000US13273,7291,7839,7882,8124,7619
"Thomas County, GA",county,05000US13275,8729,8878,9002,9190,9709
"Tift County, GA",county,05000US13277,9936,10289,10038,9927,9559
"Toombs County, GA",county,05000US13279,9524,10068,10094,9875,9947
"Towns County, GA",county,05000US13281,8066,8404,8546,8873,8563
"Treutlen County, GA",county,05000US13283,9670,9246,8792,8974,10595
"Troup County, GA",county,05000US13285,8703,9188,8938,8760,9147
"Turner County, GA",county,05000US13287,9602,10058,9777,10225,10250
"Twiggs County, GA",county,05000US13289,10196,10846,12291,12898,10673
"Union County, GA",county,05000US13291,7800,8482,8534,8399,8462
"Upson County, GA",county,05000US13293,9132,8846,8525,8515,8469
"Walker County, GA",county,05000US13295,10430,10444,10336,10081,10102
"Walton County, GA",county,05000US13297,9858,10125,10308,10090,10064
"Ware County, GA",county,05000US13299,10473,10789,10426,10345,9969
"Warren County, GA",county,05000US13301,7348,7856,7730,7628,8360
"Washington County, GA",county,05000US13303,8177,8422,8961,8856,8515
"Wayne County, GA",county,05000US13305,10903,11610,11248,11337,11236
"Webster County, GA",county,05000US13307,7396,8214,8404,7133,7448
"Wheeler County, GA",county,05000US13309,11645,12495,12033,13155,12801
"White County, GA",county,05000US13311,8658,8954,8750,8695,9462
"Whitfield County, GA",county,05000US13313,9298,9075,8891,9120,9261
"Wilcox County, GA",county,05000US13315,10201,8468,9385,10022,10316
"Wilkes County, GA",county,05000US13317,10048,10771,10019,10901,10681
"Wilkinson County, GA",county,05000US13319,10014,9467,10053,9827,10256
"Worth County, GA",county,05000US13321,9682,9098,9979,9343,9443
"Hawaii County, HI",county,05000US15001,6585,6688,6731,6765,6739
"Honolulu County, HI",county,05000US15003,7184,7065,7165,6999,7401
"Kalawao County, HI",county,05000US15005,,,,7179,
"Kauai County, HI",county,05000US15007,7148,6479,6508,6264,6377
"Maui County, HI",county,05000US15009,6984,6836,6951,6789,6913
"Ada County, ID",county,05000US16001,8062,8142,8205,8176,7927
"Adams County, ID",county,05000US16003,6921,8102,7173,7123,7614
"Bannock County, ID",county,05000US16005,7944,8409,9053,9179,9045
"Bear Lake County, ID",county,05000US16007,9111,9140,9188,8930,8960
"Benewah County, ID",county,05000US16009,8595,7866,7652,8795,7535
"Bingham County, ID",county,05000US16011,7884,8604,8444,8603,8155
"Blaine County, ID",county,05000US16013,6621,6556,7065,6606,7457
"Boise County, ID",county,05000US16015,7450,8673,7277,6925,7964
"Bonner County, ID",county,05000US16017,7071,6980,7113,7146,7311
"Bonneville County, ID",county,05000US16019,8216,8547,8693,9073,9076
"Boundary County, ID",county,05000US16021,7500,6324,7529,6893,7496
"Butte County, ID",county,05000US16023,10219,11591,10328,11378,10051
"Camas County, ID",county,05000US16025,7921,7694,7146,6325,5845
"Canyon County, ID",county,05000US16027,8421,8765,8565,8509,8239
"Caribou County, ID",county,05000US16029,8128,7255,8156,8380,8382
"Cassia County, ID",county,05000US16031,7696,7328,7551,7662,8222
"Clark County, ID",county,05000US16033,8327,7614,7300,7890,4443
"Clearwater County, ID",county,05000US16035,8446,8747,8326,8799,9216
"Custer County, ID",county,05000US16037,8636,8175,8006,7164,6878
"Elmore County, ID",county,05000US16039,7889,9044,8284,8272,7831
"Franklin County, ID",county,05000US16041,8288,8047,7722,8553,8284
"Fremont County, ID",county,05000US16043,7802,7789,7425,8465,8391
"Gem County, ID",county,05000US16045,8265,7645,7312,6992,8288
"Gooding County, ID",county,05000US16047,9234,9553,9671,9261,9878
"Idaho County, ID",county,05000US16049,7734,7979,7831,7870,7851
"Jefferson County, ID",county,05000US16051,7951,7875,8825,8855,9113
"Jerome County, ID",county,05000US16053,8387,8630,8269,8435,10278
"Kootenai County, ID",county,05000US16055,8069,8277,8141,8029,8196
"Latah County, ID",county,05000US16057,7083,7356,7286,7112,7513
"Lemhi County, ID",county,05000US16059,6971,7738,7366,6484,7115
"Lewis County, ID",county,05000US16061,7357,9135,7953,9002,8679
"Lincoln County, ID",county,05000US16063,6935,8289,6920,8778,7450
"Madison County, ID",county,05000US16065,7441,8088,8073,7584,7003
"Minidoka County, ID",county,05000US16067,6192,6166,6851,7488,7043
"Nez Perce County, ID",county,05000US16069,7764,7944,7627,7877,8064
"Oneida County, ID",county,05000US16071,10323,7902,8731,8166,9872
"Owyhee County, ID",county,05000US16073,7662,8543,8318,7567,7673
"Payette County, ID",county,05000US16075,7667,8094,7470,7561,7717
"Power County, ID",county,05000US16077,7792,7354,8487,7778,7738
"Shoshone County, ID",county,05000US16079,9744,9170,9552,8996,8873
"Teton County, ID",county,05000US16081,9033,9226,9933,8908,9761
"Twin Falls County, ID",county,05000US16083,8127,8442,8435,8903,9032
"Valley County, ID",county,05000US16085,9032,7727,7621,5991,8340
"Washington County, ID",county,05000US16087,8373,8115,8501,7262,7627
"Adams County, IL",county,05000US17001,8308,9327,8930,8878,9502
"Alexander County, IL",county,05000US17003,8722,9058,9033,9891,9046
"Bond County, IL",county,05000US17005,8026,9061,8624,8893,9901
"Boone County, IL",county,05000US17007,9030,9324,9524,9536,9609
"Brown County, IL",county,05000US17009,7551,7565,8690,9254,8929
"Bureau County, IL",county,05000US17011,8974,8885,8989,8919,8955
"Calhoun County, IL",county,05000US17013,8574,9421,8568,8799,8593
"Carroll County, IL",county,05000US17015,8437,8900,8287,8546,8292
"Cass County, IL",county,05000US17017,7632,8891,8708,7856,8212
"Champaign County, IL",county,05000US17019,8193,8232,8503,8656,9084
"Christian County, IL",county,05000US17021,9642,9891,9823,9800,9728
"Clark County, IL",county,05000US17023,9058,9554,9189,9210,8993
"Clay County, IL",county,05000US17025,10204,11442,11114,10865,11016
"Clinton County, IL",county,05000US17027,8637,8766,9025,8251,8715
"Coles County, IL",county,05000US17029,8960,8952,9846,9628,10615
"Cook County, IL",county,05000US17031,10721,10737,10640,10412,10353
"Crawford County, IL",county,05000US17033,8693,9047,8975,9007,9523
"Cumberland County, IL",county,05000US17035,8771,8437,9342,9454,9979
"DeKalb County, IL",county,05000US17037,9500,9726,9587,9233,9546
"De Witt County, IL",county,05000US17039,9050,8723,9036,9487,9995
"Douglas County, IL",county,05000US17041,8450,8871,8531,9120,9416
"DuPage County, IL",county,05000US17043,9897,10062,9781,9755,9719
"Edgar County, IL",county,05000US17045,9641,10362,10286,9846,10338
"Edwards County, IL",county,05000US17047,9168,9732,8767,9263,8696
"Effingham County, IL",county,05000US17049,9056,8967,9119,8888,8975
"Fayette County, IL",county,05000US17051,9577,11449,9773,10038,9633
"Ford County, IL",county,05000US17053,10281,9746,9620,9124,9432
"Franklin County, IL",county,05000US17055,10249,10253,9923,10425,10809
"Fulton County, IL",county,05000US17057,8447,8698,9019,8969,9139
"Gallatin County, IL",county,05000US17059,9484,9214,9903,8731,9680
"Greene County, IL",county,05000US17061,9661,10326,10012,9659,10706
"Grundy County, IL",county,05000US17063,10462,10644,10261,10688,10996
"Hamilton County, IL",county,05000US17065,9997,9174,9194,10825,11000
"Hancock County, IL",county,05000US17067,7620,8359,8503,8787,8092
"Hardin County, IL",county,05000US17069,10328,10521,10354,12914,12768
"Henderson County, IL",county,05000US17071,8343,8237,8671,9107,9112
"Henry County, IL",county,05000US17073,8651,8637,8591,8418,8741
"Iroquois County, IL",county,05000US17075,9321,9305,9247,9299,9998
"Jackson County, IL",county,05000US17077,9165,9438,9746,9689,9471
"Jasper County, IL",county,05000US17079,8948,9987,8916,9115,9754
"Jefferson County, IL",county,05000US17081,10279,9706,10032,9460,10116
"Jersey County, IL",county,05000US17083,9983,9596,10268,9507,8972
"Jo Daviess County, IL",county,05000US17085,7475,7941,8077,7774,8640
"Johnson County, IL",county,05000US17087,9236,9037,9158,9327,8994
"Kane County, IL",county,05000US17089,10172,10453,10229,9911,10212
"Kankakee County, IL",county,05000US17091,10648,11059,10950,10468,10438
"Kendall County, IL",county,05000US17093,9174,9169,9893,9815,9947
"Knox County, IL",county,05000US17095,9541,9836,9601,9473,9250
"Lake County, IL",county,05000US17097,9946,10081,9944,9689,9832
"LaSalle County, IL",county,05000US17099,9041,9222,9696,9307,9518
"Lawrence County, IL",county,05000US17101,10560,12070,11129,10684,10769
"Lee County, IL",county,05000US17103,9173,9341,9063,9005,8946
"Livingston County, IL",county,05000US17105,9254,9149,9274,9126,9030
"Logan County, IL",county,05000US17107,8504,8751,9406,9670,8849
"McDonough County, IL",county,05000US17109,8099,8076,8104,8443,8145
"McHenry County, IL",county,05000US17111,10244,10484,10235,10001,10152
"McLean County, IL",county,05000US17113,8346,8223,8487,8288,8331
"Macon County, IL",county,05000US17115,8902,9387,9532,9684,9700
"Macoupin County, IL",county,05000US17117,8718,9829,9260,9282,9661
"Madison County, IL",county,05000US17119,9563,9739,9651,9505,9696
